create at,tweet,categorize,sentiment,retweet,favorite
2019-06-07 07:26:36,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 07:26:26,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:26:00,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 07:25:31,"So kids to blame for getting bitten by dogs.
I’m more inclined to blame the owners in the majority of cases #bbcnews",business,positive,0,0
2019-06-07 07:25:08,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 07:25:01,"#bbcnews
#skynews
#c4news
#politicslive
#skypapers
#bbcpapers
#brexitparty
I Just wanted to say this about Peterbor… https://t.co/CVjXkfzk2t",business,neutral,2,0
2019-06-07 07:24:52,Last straw. #bbcnews is dead to me now. https://t.co/d7vqpdt6Wz,politic,negative,0,0
2019-06-07 07:24:40,Who would’ve Thunk It.... The MSM Don’t Care They Showing Their Bias For The Far Right #bbcnews #skynews https://t.co/WlXyrFGZUD,business,positive,1,1
2019-06-07 07:23:13,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 07:22:07,@simongalcock I'm still loving your morning commentary on #bbcnews whilst i put myself through the pain of #gmb,business,positive,0,1
2019-06-07 07:20:20,"RT @ArgyleLoz: Peterborough was won by #Labour yet who does @BBCr4today/@BBCBreakfast put in it's prime interview slots, yep Nigel Farage,…",education,neutral,13,0
2019-06-07 07:19:42,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:19:41,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:18:16,"Peterborough was won by #Labour yet who does @BBCr4today/@BBCBreakfast put in it's prime interview slots, yep Nigel… https://t.co/lJjAZ7ZGa8",education,neutral,13,33
2019-06-07 07:16:53,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 07:16:35,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 07:15:48,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:15:48,@BBCNews is wildly inconsistent with its 'balance'. Bring on a Tory MP to lionise Theresa May with no one on the op… https://t.co/A0tRUTf1ql,politic,positive,0,0
2019-06-07 07:15:40,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:15:10,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 07:15:05,"RT @pelling_laura: Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, rather…",politic,positive,191,0
2019-06-07 07:14:21,@mrjamesob #NigelFarage is a bottle job! Peterborough was his best opportunity to win a seat in the House of Common… https://t.co/8a5cp00nyE,politic,positive,0,1
2019-06-07 07:13:56,"Oh for the love of God Humphrys. Now it's 'Labour scraped by' making it sound like they won with about 10 votes, ra… https://t.co/rvSGMC4Y0g",politic,positive,191,533
2019-06-07 07:11:19,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:11:11,RT @Tinkwallace: Bbc ignoring all concerns and research and findings of serious right wing bias. How to call their leaders to account becau…,politic,negative,1,0
2019-06-07 07:08:00,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:07:57,"#bbcnews seemingly complaining about #Labour's ""narrow, knife-edge"" victory over #NigelFarage's manifesto-less… https://t.co/NFVHFp1dfc",business,negative,0,0
2019-06-07 07:07:16,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-07 07:06:07,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:05:07,RT @colinjohn10: WTF WTF..@iealondon has just appeared 7th time this week on various BBC channels..this is now corruption on a grand scale.…,education,negative,8,0
2019-06-07 07:04:15,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:03:34,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:02:15,RT @colinjohn10: WTF WTF..@iealondon has just appeared 7th time this week on various BBC channels..this is now corruption on a grand scale.…,education,negative,8,0
2019-06-07 07:01:08,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 07:00:23,RT @colinjohn10: WTF WTF..@iealondon has just appeared 7th time this week on various BBC channels..this is now corruption on a grand scale.…,education,negative,8,0
2019-06-07 06:59:26,"RT @ArgyleLoz: I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off the MSM, i…",business,negative,172,0
2019-06-07 06:58:38,RT @colinjohn10: WTF WTF..@iealondon has just appeared 7th time this week on various BBC channels..this is now corruption on a grand scale.…,education,negative,8,0
2019-06-07 06:58:06,Farage trying and failing to understand what the issues facing ordinary people are. It’s all about “litter” apparently....#bbcnews,politic,negative,0,0
2019-06-07 06:57:57,RT @colinjohn10: WTF WTF..@iealondon has just appeared 7th time this week on various BBC channels..this is now corruption on a grand scale.…,education,negative,8,0
2019-06-07 06:57:47,I think the people of Peterborough coupled with a victory for Lisa Forbes and @UKLabour have seriously pissed off t… https://t.co/n5wQmzC50T,politic,negative,172,443
2019-06-07 06:56:54,Well done Labour. A great victory in spite of #msm love-in with Farage and negative coverage all round. victory isn… https://t.co/WApX1YvW3N,education,positive,0,3
2019-06-07 06:56:30,"Labour win the by-Election.  Who are they interviewing in-depth!The leader of the losers.  Ladies and Gentlemen, I… https://t.co/oq5LA4aOIO",politic,positive,0,0
2019-06-07 06:53:18,RT @colinjohn10: WTF WTF..@iealondon has just appeared 7th time this week on various BBC channels..this is now corruption on a grand scale.…,education,negative,8,0
2019-06-07 06:50:26,#bbcnews why are we seeing the loser of the by-election not the winner. Why is Farage still getting air time for losing?,business,neutral,0,0
2019-06-07 06:49:07,"These 9 future @guidedogs life-changers were born on 75th anniversary of D-Day, &amp; named in honour of another genera… https://t.co/kqjxjCNBmI",education,neutral,2,15
2019-06-07 06:46:17,RT @colinjohn10: WTF WTF..@iealondon has just appeared 7th time this week on various BBC channels..this is now corruption on a grand scale.…,education,negative,8,0
2019-06-07 06:43:03,WTF WTF..@iealondon has just appeared 7th time this week on various BBC channels..this is now corruption on a grand… https://t.co/DJrsTGpQ1p,education,negative,8,10
2019-06-07 06:41:35,RT @ArgyleLoz: Theresa May has just stood on a podium and blamed @UKLabour for not delivering on her #BrexitDeal no mention of the hard rig…,politic,negative,255,0
2019-06-07 06:41:31,"See the right wing media is already spinning #NigelFarage's manifesto-less #brexit party defeat as a win...

* If t… https://t.co/5z6iO47odG",politic,positive,0,0
2019-06-07 06:38:03,#News South Korea pollution: Is China the cause of 'fine dust'? #BreakingNews #bbcnews https://t.co/w7nKk9ChRX https://t.co/gP2KFrMass,tech,positive,0,0
2019-06-07 06:27:33,Bbc ignoring all concerns and research and findings of serious right wing bias. How to call their leaders to accoun… https://t.co/dpOD5xAB64,politic,negative,1,1
2019-06-07 06:24:05,"George Weah: Thousands wan protest against Liberia presido - https://t.co/UekRePTclQ One joinbodi of politicians, s… https://t.co/6MkLG26YQH",education,negative,0,0
2019-06-07 06:18:52,RT @RawiaKardolir: This is the sad reality of the kids been used to fight in Yemeni this the main reason why the Saudi paying millions of d…,education,negative,2,0
2019-06-07 06:18:03,"Is it me or are the MSM massively playing down the result in Peterborough. 
The Brexit party were massive favourite… https://t.co/2TmnNRKh1b",politic,negative,0,2
2019-06-07 06:17:05,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 06:15:44,RT @RawiaKardolir: This is the sad reality of the kids been used to fight in Yemeni this the main reason why the Saudi paying millions of d…,education,negative,2,0
2019-06-07 06:12:01,RT @PrepAbbotsford: Today Abbotsford remember the 75th anniversary of the D-Day landings. #DDay75thAnniversary #DDay75 #DDay #itvnews #bbcn…,politic,neutral,1,0
2019-06-07 06:10:57,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-07 06:10:07,This is the sad reality of the kids been used to fight in Yemeni this the main reason why the Saudi paying millions… https://t.co/jHuBvpMhPC,education,negative,2,0
2019-06-07 06:09:01,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 06:08:08,RT @EliasMichalas: Labour win Peterborough by-election and deny Brexit Party their first MP https://t.co/6WjfXaPJR1 #lbc #fbpe #conservativ…,politic,positive,3,0
2019-06-07 06:03:58,The tone of the #bbcnews when reporting the #Peterboroughbyelection seems to be a mixture of regret &amp; disappointmen… https://t.co/TmIYaVjZve,business,neutral,0,0
2019-06-07 06:03:28,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 06:01:27,Good to see that Farage's party couldn't take a heavily 'leave' voting area despite a ton of free publicity and spo… https://t.co/EOISz03Qp4,politic,positive,0,1
2019-06-07 05:56:27,@jpbostock69 @BBCNews 😂😂😂apparently the Tories didn’t do well and we’ll be speaking to Nigel Farage later to congra… https://t.co/STGVS1LcEC,politic,positive,0,0
2019-06-07 05:54:49,#bbcnews favourite soothsayer Professor Sir Mr Pastry Curtice tries wriggle his way out of his previous predictions on #r4today,politic,negative,1,3
2019-06-07 05:47:10,"#bbcnews #bbcr4today #StopBrexitSaveBritain 
#brexitbroadcastingcorporation 
#BBCBreakfast 
#bbc any chance of some… https://t.co/rSqqZ80wwm",politic,neutral,0,1
2019-06-07 05:46:46,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-07 05:45:55,"RT @bbc_thismorning: When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arrest…",politic,negative,23,0
2019-06-07 05:39:29,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-07 05:39:28,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 05:38:33,Labour win Peterborough by-election and deny Brexit Party their first MP https://t.co/6WjfXaPJR1 #lbc #fbpe… https://t.co/VrvCnZk0MU,politic,positive,3,3
2019-06-07 05:37:52,RT @Lord_Drainlid: How much of our licence fee did #bbcnews editors throw away trying to produce a #BrexitParty victory in #PeterboroughByE…,education,positive,4,0
2019-06-07 05:34:49,#BBCNews I see they've got a younger female anchor next to an older co anchor again. Couldn't have two guys doing t… https://t.co/qk9xnctsFX,tech,positive,0,0
2019-06-07 05:32:04,RT @Lord_Drainlid: How much of our licence fee did #bbcnews editors throw away trying to produce a #BrexitParty victory in #PeterboroughByE…,education,positive,4,0
2019-06-07 05:23:05,RT @colinjohn10: @Nigel_Farage @brexitparty_uk ...how do you like those apples you lying corrupt sh#t ..#bbcnews #r4today #PeterboroughByEl…,politic,negative,1,0
2019-06-07 05:22:26,How much of our licence fee did #bbcnews editors throw away trying to produce a #BrexitParty victory in… https://t.co/sp60aKRgED,politic,positive,4,7
2019-06-07 05:20:05,@Nigel_Farage @brexitparty_uk ...how do you like those apples you lying corrupt sh#t ..#bbcnews #r4today… https://t.co/cdFKsF43JC,politic,negative,1,0
2019-06-07 05:16:38,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 05:15:08,"GUCCI 
Available in sizes 
Call or whatsapp 07069658188
 #luxuryshopsinlagos
#luxurylifestyle #naijaweddings … https://t.co/EQNMXbpWsM",business,positive,0,0
2019-06-07 05:06:34,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-07 05:05:06,So it's Mays last day? Who's our new PM then? #gmb #bbcnews,politic,positive,0,1
2019-06-07 05:04:42,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-07 05:04:30,"RT @bbc_thismorning: When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arrest…",politic,negative,23,0
2019-06-07 05:01:17,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 04:58:19,"RT @bbc_thismorning: When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arrest…",politic,negative,23,0
2019-06-07 04:58:10,"@geonews_urdu 
@BBCUrdu 
@BBCWorld 
Stop killing Gaza Palestinian.
#bbcnews 
#CNN
#stop_killing_gaza https://t.co/9EplTtEM9Z",business,neutral,0,0
2019-06-07 04:56:05,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 04:54:15,"AIT, Raypower FM no dey obey law dats why we suspend dem - NBC - https://t.co/Yo4ZczpjOU Pipo wey dey torchlight ra… https://t.co/SntOGSVQKR",politic,neutral,0,0
2019-06-07 04:48:59,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 04:47:31,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 04:46:45,Incredible that the biased #bbcnews aren’t adding up the #TheBrexitParty UKIP and Tory vote vs labour Lib Dem and g… https://t.co/ismMqB6YF9,politic,positive,0,0
2019-06-07 04:46:30,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 04:45:00,RT @WillBlackWriter: Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third or…,politic,positive,26,0
2019-06-07 04:43:03,Labour winning the Peterborough #byelection and the Tories (who the BBC shamelessly supports) wasn't even the third… https://t.co/xsRh5fepxE,politic,positive,26,48
2019-06-07 04:11:56,"RT @bbc_thismorning: #Moralofthestory Pt. 3 is beware of #Directline, as when they get caught out every step of the way, they will not prov…",business,neutral,30,0
2019-06-07 04:09:51,"RT @bbc_thismorning: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,33,0
2019-06-07 04:03:02,"RT @Carbongate: Good Morning Starshine. No Sunspots. The ice age advances #BBCnews #BBCbreakfast
https://t.co/EsXjDWYHkQ https://t.co/0C0O1…",business,positive,7,0
2019-06-07 04:01:49,"RT @Carbongate: Good Morning Starshine. No Sunspots. The ice age advances #BBCnews #BBCbreakfast
https://t.co/EsXjDWYHkQ https://t.co/0C0O1…",business,positive,7,0
2019-06-07 03:58:54,"RT @Carbongate: Good Morning Starshine. No Sunspots. The ice age advances #BBCnews #BBCbreakfast
https://t.co/EsXjDWYHkQ https://t.co/0C0O1…",business,positive,7,0
2019-06-07 03:58:42,"RT @Carbongate: Good Morning Starshine. No Sunspots. The ice age advances #BBCnews #BBCbreakfast
https://t.co/EsXjDWYHkQ https://t.co/0C0O1…",business,positive,7,0
2019-06-07 03:55:51,"RT @Carbongate: Good Morning Starshine. No Sunspots. The ice age advances #BBCnews #BBCbreakfast
https://t.co/EsXjDWYHkQ https://t.co/0C0O1…",business,positive,7,0
2019-06-07 03:55:35,"Good Morning Starshine. No Sunspots. The ice age advances #BBCnews #BBCbreakfast
https://t.co/EsXjDWYHkQ https://t.co/0C0O1vQ2uF",politic,positive,7,14
2019-06-07 03:54:16,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-07 03:40:35,"RT @MrLexterDexter: 06/06 Thus 8:30PM
 #OrovilleDam #OrovilleSpillway #Oroville #LakeOroville #CADWR #GrassValley #MercuryNews #KCRA #FOX40…",business,neutral,1,0
2019-06-07 03:38:33,#News Why do airlines still mislay 25 million bags a year? #BreakingNews #bbcnews https://t.co/fcg2Afj2yu https://t.co/pZ5QqaeimN,business,neutral,0,0
2019-06-07 03:35:44,"06/06 Thus 8:30PM
 #OrovilleDam #OrovilleSpillway #Oroville #LakeOroville #CADWR #GrassValley #MercuryNews #KCRA… https://t.co/ixfhLWlFtz",business,neutral,1,2
2019-06-07 03:35:26,"06/06 Thus 8:30PM
 #OrovilleDam #OrovilleSpillway #Oroville #LakeOroville #CADWR #GrassValley #MercuryNews #KCRA… https://t.co/lKcF3r3KAw",business,neutral,0,2
2019-06-07 03:26:22,"RT @carolJhedges: They say 'A picture paints a thousand words.'

Obama in Dublin
Trump in London

#trumpnotwelcome #BuckinghamPalace #Trump…",politic,neutral,548,0
2019-06-07 02:54:07,"RT @liarpoliticians: Today, 6th June 2019, we remember the bravest of the brave as they executed the #WW2 D-Day landings for freedom from t…",business,positive,45,0
2019-06-07 02:51:28,RT @Shelter: The new #TenantFeesAct becoming law – which bans all upfront fees to tenants – is a landmark moment for millions of renters ac…,politic,positive,16,0
2019-06-07 02:20:15,Sorry .@BBCSimonMcCoy but I seem to have accidentally started a new dance craze here 😂🤣 #BBCnews @BBCNews #AfternoonLive  #Brexit,politic,negative,0,0
2019-06-07 02:02:41,"Did anyone else just hear the @BBCNews presenter utter the words ""Sudan is suspended from the European Union"" (he meant African). #bbcnews",education,neutral,0,0
2019-06-07 01:55:21,@MichaelRosenYes Disastrous result from the #Tories! But was hoping they'd be wiped out and come 4th or lower! Stil… https://t.co/YvoTX4yfBL,politic,negative,1,2
2019-06-07 01:48:34,"@bbc5live And what the hell happened to the Tories - descimated. Please report that #bbcnews.

#PeterboroughByElection",politic,neutral,0,1
2019-06-07 01:42:33,"#bbcnews focusing on #Labour's ""narrow victory"" in the Peterborough by election - but failing to mention that Labou… https://t.co/hc3RmC1QaV",education,negative,0,1
2019-06-07 01:41:22,"RT @RANTER_DAD: Tory voter: “Why can’t tory MPs just get together and GET US OUT!!!!” 

#PeterboroughByElection: 

Tory voter 1: “I voted C…",business,neutral,1,0
2019-06-07 01:40:28,"Tory voter: “Why can’t tory MPs just get together and GET US OUT!!!!” 

#PeterboroughByElection: 

Tory voter 1: “I… https://t.co/ZqLEmxLXDz",business,neutral,1,1
2019-06-07 01:34:21,"@BBCWorld forgot the air quotes around ""President""? 🤔 #worldnews #bbcnews #Venezuela #politics #irony https://t.co/gQ07yZaENk",politic,neutral,0,0
2019-06-07 01:33:44,"RT @bbc_thismorning: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,33,0
2019-06-07 01:30:11,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-07 01:27:40,#bbctw #BBCNews #PeterboroughByElection Corbyn/Labour sure know how to pick 'em!,business,positive,0,0
2019-06-07 01:27:35,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-07 01:27:14,"RT @bbc_thismorning: When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arrest…",politic,negative,23,0
2019-06-07 01:22:39,"Oakeshott’s given up even the pretence of being an objective, independent journalist and become a full on groupie c… https://t.co/oFPNc7C7vs",politic,positive,0,0
2019-06-07 01:19:05,RT @RANTER_DAD: Brexit party still have precisely as many MPs as @LordBuckethead and Elmo guy who stood at #PeterboroughByElection. So I as…,politic,positive,1,0
2019-06-07 01:15:59,#bbctw #BBCNews #PeterboroughByElection What's the #BrexitParty bloke talking about? #Peterborough is well known ga… https://t.co/bBe0Hz9FB1,politic,neutral,0,1
2019-06-07 01:11:34,Brexit party still have precisely as many MPs as @LordBuckethead and Elmo guy who stood at #PeterboroughByElection.… https://t.co/xYGPqrCIwk,politic,positive,1,9
2019-06-07 01:09:14,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-07 01:07:55,"RT @bbc_thismorning: When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arrest…",politic,negative,23,0
2019-06-07 01:04:33,RT @nfloyd58: #bbcnews where are you?Labour win Peterborough!!,business,positive,2,0
2019-06-07 01:00:04,#BBCNews #PeterboroughByElection Is that Elmo? 😂,politic,neutral,0,0
2019-06-07 00:58:09,Dan Carden has had an absolute mare against @afneil. #bbctw #bbcnews,politic,positive,0,0
2019-06-07 00:45:23,#bbcnews where are you?Labour win Peterborough!!,politic,positive,2,10
2019-06-07 00:41:30,"Can someone remind John Curtice that it’s a by-election, where votes traditionally go more widely that 2/3 parties… https://t.co/pnC1qu04ek",education,positive,0,0
2019-06-07 00:35:04,#BBCNews #PeterboroughByElection Corbyn/Labour's 'constructive ambiguity' continues.,politic,neutral,0,0
2019-06-07 00:22:26,RT @BriefcaseMike: #bbcnews banging on and on about how difficult it would be for Corbyn as PM to work with Trump yet silent on Johnson hav…,education,negative,294,0
2019-06-07 00:14:07,RT @citizenNA: What's going on in #PeterboroughByElection &amp; #bbc coverage. The #SkyNews seems to be more up-to-date &amp; showed #LisaForbes en…,politic,positive,4,0
2019-06-07 00:12:43,What's going on in #PeterboroughByElection &amp; #bbc coverage. The #SkyNews seems to be more up-to-date &amp; showed… https://t.co/lwLvsqbYcL,politic,positive,4,5
2019-06-07 00:11:27,"#BBCNews If #Labour has held on in the #PeterboroughByElection, I suspect that they've been saved by tactical voting.",politic,neutral,0,0
2019-06-07 00:09:38,RT @HiggsBoz0: #England were rubbish and Southgate should be sacked #skynews #bbcnews #SkySport,education,neutral,1,0
2019-06-07 00:00:28,"RT @BriefcaseMike: Heard on the radio that some of the thuggish, Brexit-crazed England fans who caused trouble in Portugal had refused to j…",education,negative,44,0
2019-06-07 00:00:27,Why does the Labour candidate think scrumping an apple is naughtier than liking antisemitic material on social media? #bbctw #bbcnews,business,positive,0,0
2019-06-06 23:52:57,RT @colinjohn10: Is this the 6th appearance of this opaquely funded neoliberal lobby group on bbc channels this week?...the editorial staff…,business,neutral,1,0
2019-06-06 23:37:12,@Hepworthclare @LVIaLondres Everyone knows this but the BBC are trapped- accept this rigged programme model or risk… https://t.co/RJDIM0gyHc,politic,negative,0,3
2019-06-06 23:37:08,Is this the 6th appearance of this opaquely funded neoliberal lobby group on bbc channels this week?...the editoria… https://t.co/XkJrUUI37X,business,neutral,1,1
2019-06-06 23:32:02,#England were rubbish and Southgate should be sacked #skynews #bbcnews #SkySport,education,neutral,1,0
2019-06-06 23:00:25,RT @dbooth3: #BBCNews Review of the  papers and the knives come out for Corbyn while at the same time telling us how wonderful and tasty(re…,education,positive,2,0
2019-06-06 22:57:46,"RT @petersweb2018: NSA warning for users of older versions of Windows.

https://t.co/SjXiZLd1JI
#Microsoft #Windows10 #CyberSecurity #bbcne…",business,positive,1,0
2019-06-06 22:47:25,"More to the point, if you don’t understand what Prorogation actually means for #ParliamentaryDemocracy then you rea… https://t.co/QBsVVV1wgw",business,positive,0,5
2019-06-06 22:46:07,"I thought the non-coverage of #PeterboroughByElection was a shock, then I found #BBCNews #Papers saying that prorog… https://t.co/aUdWtKiiRE",business,neutral,0,4
2019-06-06 22:44:50,"RT @mojos55: This is dynamite ! A List of MP's With Shares in Our #NHS !
&amp; yet ... No response from

 #bbcqt #BBCnews #SkyNews SKY #itvnews…",politic,neutral,24,0
2019-06-06 22:41:53,@brexitparty_uk Bigots #bbcnews,politic,neutral,0,0
2019-06-06 22:40:09,"RT @RCorbettMEP: The #TrumpVisit has made clear the stark choice we face:

- partnership with our European neighbours 

OR

- subordination…",politic,negative,424,0
2019-06-06 22:39:29,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 22:38:22,"RT @mojos55: This is dynamite ! A List of MP's With Shares in Our #NHS !
&amp; yet ... No response from

 #bbcqt #BBCnews #SkyNews SKY #itvnews…",politic,neutral,24,0
2019-06-06 22:35:42,"RT @mojos55: This is dynamite ! A List of MP's With Shares in Our #NHS !
&amp; yet ... No response from

 #bbcqt #BBCnews #SkyNews SKY #itvnews…",politic,neutral,24,0
2019-06-06 22:24:20,RT @wepaidinupayout: #bbcnews I found out about my 6 year #pension age increase via social media at the age of 58 do you really think this…,politic,positive,40,0
2019-06-06 22:22:09,"RT @mojos55: This is dynamite ! A List of MP's With Shares in Our #NHS !
&amp; yet ... No response from

 #bbcqt #BBCnews #SkyNews SKY #itvnews…",politic,neutral,24,0
2019-06-06 22:20:45,"RT @mojos55: This is dynamite ! A List of MP's With Shares in Our #NHS !
&amp; yet ... No response from

 #bbcqt #BBCnews #SkyNews SKY #itvnews…",politic,neutral,24,0
2019-06-06 22:15:46,RT @yipmann82: @piersmorgan should piss off to the USA and crawl up @realDonaldTrump's arse where he belongs. We will never get a good deal…,education,positive,1,0
2019-06-06 22:14:36,"RT @Investigatortop: The #DirectLine Fraud - Beware of Direct Line! A lawless company. It all started following a car accident. 

To read t…",business,positive,20,0
2019-06-06 22:14:03,@piersmorgan should piss off to the USA and crawl up @realDonaldTrump's arse where he belongs. We will never get a… https://t.co/RFcSONRKOW,politic,neutral,1,3
2019-06-06 22:13:32,RT @Unionbuster: Former #SNP MP Jailed for 18 Months for Embezzlement https://t.co/AvC1SrpA0E always in court #bbcgms #BBCNews #skynews #c4…,politic,neutral,3,0
2019-06-06 22:10:57,"RT @Investigatortop: The #Moralofthestory Pt. 2 is beware of #Directline, because if you win your insurance claim with them, they may actua…",business,positive,23,0
2019-06-06 22:10:10,"RT @bbc_thismorning: When Cover Ups Go Seriously Wrong - To read the history leading to this - https://t.co/c49F92ywRt

The #Adecco Arrest…",politic,negative,23,0
2019-06-06 22:04:34,"RT @ArenaUHD: Humbled to be a part of #DDAY75 many thanks to everyone:
Arena Television (Portsmouth, Bayeux and Boudicca)
Arena Aviation (F…",business,positive,3,0
2019-06-06 22:03:19,"Go to Inverness Raigmore hospital. On its knees, wracked by Norovirus and now running on operating theatres in PORT… https://t.co/7nDvsHhKNA",politic,neutral,0,0
